text,emotion,language
[PHOTO] Hoy Chivas Night En la compra de 0 botellas de chivas de 000 mlt Recibe una botella de 0.0 lts Y cumpleañeros de diciembre 0x0 en botella +casco LU RESERVA NO TE QUEDES FUERA 00.00.00.00.00,anticipation,es
Desde aquí quiero felicitar a una de las modelos que posaron para mi,joy,es
[PHOTO] TE EXTRAÑO!!!,sadness,es
[PHOTO] Baja Prendí el fuego en la parrilla boy a cosinar no tengo gas prendo el fuego con el ventilador jajjajajjajaj,anticipation,es
"[[PERSON] ] ***BUENAS NOTICIAS GENTE!!!*** Los cachorritos abandonados tienen MAMÁ NODRIZA! Una perrita que dejo de amamantar a sus bebés hace 0 dias, y los aceptó sin problema alguno... Hay tanto que aprender...♥♥♥ Acá va la imagen mas dulce del día... FELIZ VIERNES!!",joy,es
LADO DE ONIBUS DESTA EMPRESA,anger,es
medicina tengo que ir al ospital para [PERSON] para operarme del hígado espero en diocito que la medicina funcione,sadness,es
"[PHOTO] Asi es, es mejor el punto. Com k el punto d cruz no creen!!!:-D:-D",joy,es
[PHOTO] Pz aki apenas levantandome jeje :) with Ivan Lobaco.,joy,es
[PHOTO] Muy buenos días tomando un riko cafecito con mi amor with [PERSON] .,anticipation,es
[PHOTO] Otra victoria mas sobre bosta juniors que se le va hacer,joy,es
[PHOTO] mi canelito comió veneno de rata y esta con suero tengo ke inyectarlo cada media hora dios kiera ke pase la noche,sadness,es
[PERSON] nunca piences que un bb es un problema ....mas bien es una bendicion .... with Nicol Garcia and Alva Mejia,sadness,es
"las 0 de la tarde y las misas a las 0 pm en la Iglesia de San Antonio de Belén, [PERSON] , gracias por unirse al dolor que hoy embarga a su estimable familia. with Liceo Vargas Calvo ExAlumnos and [PERSON] ",sadness,es
[PHOTO] LAS REBAJAS LLEGAN A WOMAN 00. ELIGE TU PACK DE BELLEZA AL MEJOR PRECIO!!! with Rosario Gil Cortes.,joy,es
"[PHOTO] COMPRA Y VENTA CRISTIANA EL REGALO PARA ESTAS FIESTAS!!! PERFUMES Y FRAGANCIAS ICIAR COLLECTION 00 ml. desde $ 00 (Perfumes) consulta vtas x mayor.... in Ituzaingó, Argentina.",anticipation,es
PAGARAN MAS EN LA PUERTA EL JUEVES HASTA ESTE MIERCOLES OCT 00? SOLO 00$ CISCO 0000000000 [WITH] at [LOCATION],anticipation,es
"Allanmolina [PHOTO] ~*~*~*~DIOS LES BENDIGA, BENDICIONES A TOD@S~*~*~*~ Isa 00:00 Ninguna arma forjada contra ti prosperará, y condenarás toda lengua que se levante contra ti en juicio. Esta es la herencia de los siervos de Jehová, y su salvación de mí vendrá, dijo Jehová. with...",joy,es
"[PHOTO] Mi bebote paso a 0º to año con MUY BUENO, felicitaciones hijo a disfrutar las vacaciones!!!!!!!!!! [WITH].",joy,es
"[PHOTO] Gracias Dios mío porque se que tu estas con nosotros en estos momentos y todo va a estar bien para mi amor! En White Plains Hospital, NY with Gil Landivar.",anticipation,es
Te amooo [PHOTO] Te quiero mami,joy,es
[PHOTO] Receta para adelgazar [WITH].,joy,es
[PHOTO] ♪[PERSON] QUe Yo No Aguanto Un Dia Mas Siin Que Tu Estes A [PERSON] :0 [PERSON] ♫ [PERSON] ♥ ^_^,joy,es
X CUANTO TIEMPO,fear,es
[PHOTO] Recording drums ! [PERSON] [WITH].,joy,es
[PHOTO] Muy buenos dias atodos ;) q tengan un exelente. Sabado ;) los quiero munchooo. Lluvia d besos y bendiciones ;) <0 [WITH].,joy,es
"[PHOTO] ,,,<0 <0 <0 buenos dias ,,,,principes y princesas ,,excelente dia ,,llego el cafeeee ,,toc,toc,toc, jjajajajajajaaj",joy,es
[PERSON] destes centros por acollernos desta maneira. [PERSON] por ser así!!! with Ies Antón Losada Dieguez and Ies Numeroun,joy,es
con todo el Power nuestra primera semana.. aqui estan nuestros horarios motivado,joy,es
[PHOTO] Siempre con la verdad osino bienvenida maldita desconfianza,anticipation,es
"Cenute to, chto y vas est. Seichas. Riadom.U nukogda ne dymaite:",joy,es
[PHOTO] Y el lo sabe [PERSON] ,joy,es
[PERSON] hasta agotar la capacidad de la sala. Los esperamos!!! [WITH],joy,es
"SEEEE.... [PHOTO] ENFERMEROS UNIDOS No hay peor trauma q llegar al servicio, recibir, presentarte y q después durante todo el turno t llamen MUCHACHA....!!! Q alguien m explique.... ",anger,es
[PHOTO] Para todas ustedes con cariño with Evelyn Monserrat [LOCATION],anticipation,es
[PHOTO] Clasificación de los residuos.... [WITH].,joy,es
[PHOTO] Vamos con los santos en las semi-finales a ganarles si se puede si se puede y a que respeten al,joy,es
[PHOTO] Pz a todos mis de amigos de facebook no pude etiquetar a todos pero les deseo una buen año y el mejor de corazon [WITH].,joy,es
[PHOTO] [PERSON] va para loz k no kreian k me andan Hackeando my Face... No kiero hazerme rezponzable de nada d lo k lez puedan mandar o Publikar... 0 wuey c konekta en my Face dzd Cotija y 0 d Jiquilpan... ando enkabronado,anger,es
"[PHOTO] Buen dia para tod@s... Alegrate :-) despertamos !!.. Por eso podemos decir Un dia a la vez mi [PERSON] ,es lo q pido d ti,ayudame hoy yo kiero vivir un dia a la vez,ayer ya paso mi Cristo,mañana quiza no vendra,dame las fuerzas para vivir un dia a la vez.. :-) [PERSON] ...",joy,es
o la conciencia a más de uno. como me pidan a mi firmar vamos ...creo que se van a [PERSON] :(,anger,es
. Nuestra oración es que reciban la fortaleza de Dios. with [PERSON] Gonzalez and Franciisco Ochoa,sadness,es
TARIJA IMPARABLE!!!!!! [PHOTO] lo mejor y mas lindo de nuestra bella Tarija !!!!!!!!!!! [WITH].,joy,es
"[PHOTO] No te compliques este año buscando local, comida, alquileres de sillas y mesas,haz de tu fiesta de empleados algo diferente este año y elige cualquier hotel del país y nosotros nos encargamos de todo!!! Llámanos ya !!!!! 000-000-0000/000-000-0000",joy,es
[PHOTO] Misión cumplida! Los profes del Gym clasificados para las fases previas del Campeonato de España!!! Dani 0o y [PERSON] 0a de Baleares! Nos vemos el lunes!!,joy,es
[PHOTO] CGP Centro Gimnástico Paysandú EN FEBRERO COMIENZAN LAS CLASES DE ACRO EN TELAS! Martes y jueves de 00:00 a 00:00,joy,es
[PERSON] [PHOTO] Peruana y ctm. Que se cree que habla del desastre que nos paso en valpo. Pongan a esta weona en todos los muros y haganla cagar a la wna tonta. with Lissette Fernanda Galvez Garay and Claudio Toro.,anger,es
"CORAZÓN CON LA PARTIDA DE MI HNO, PERO YO SE QUE DIOS NUNCA NOS HA DEJADO SOLOS, POR QUE SOLO LOS QUE HAN PERDIDO A UN SER QUERIDO ENTIENDEN ESE DOLOR TAN GRANDE,, SIEMPRE TE AMAREMOS HNITO, NUNCA TE VAMOS A OLVIDAR Y EN MIS ORACIONES ESTÁS SIEMPRE PRESENTE TODOS LOS DÍAS. <0",sadness,es
"Mm [PHOTO] POR FAVOR NO IGNORES ESTO. POR FAVOR AYUDA A ESTE BEBÉ. POR FAVOR NO DESPLAZARSE HACIA ABAJO SIN ESCRIBIR 'AMÉN', ¡TU AMÉN ES PODEROSO! No ignores esto, en pocas horas podrías recibir una buena noticia... #Compartan :'(",sadness,es
DISCRIMINACION .HOY FUE MI HIJO MAÑANA PUEDE SER EL DE USTEDES .!! ACABEMOS CON ESTO,anger,es
"God bless you, [PHOTO] Bendiciones!!!! [WITH]. sabroza pina colada",joy,es
HACER EL RETO Y UNA DONACION MENOR!!!! [WITH],anger,es
[PHOTO] [PERSON] si kieres preciosa solo thu me pones contento si estoy molesto te kiero preciosa,joy,es
"[PHOTO] Buenos dias Katia Hilario, te saluda en este maravilloso Jueves!!!.... Y te da la bienvenida al programa número uno de todoTrujillo...",joy,es
true love you <0 [PHOTO] pensar en ti...... [WITH].,joy,es
¿¿¿¿¡¡¡¡ [PHOTO] Necesito un abrazo fuerte fuerte......,sadness,es
Sandra Araceli [PERSON] .jose [PERSON] .[PERSON] Garcia.[PERSON] Hernandez [PHOTO] se fue esa gran persona a [PERSON] yo amaba mi unica abuelita k tenia sienpre te voy a querer y te voy acextrañar desde donde estes descanse en paz,sadness,es
Thalia [PHOTO] No me pude resistir mas tiempo!Esta es la portada de mi nuevo disco #AmoreMio que saldrá a la venta en Noviembre 0! Qué emoción! I couldn't wait any longer!this is the cover of my new album #AmoreMio November 0th is that release date! I'm so excited!,anticipation,es
SI [PHOTO] Asi me desperte el dia de hoy,sadness,es
[PERSON] PERRITOS PERDIDOS Y ENCONTRADOS EN GUADALAJARA Y SUS ALREDEDORES Martha Rescatista Gdl Vanessa Durand Yoli D Roa PERRITOS [PERSON] [WITH] in [LOCATION],anger,es
[PERSON] [PHOTO] Ese desgraciado de la parte inferior se iba a robar a mi sobrinita [PERSON] por favor tengan mucho cuidado anda rondando en el parque el vergel por los lados de [PERSON] ,anger,es
del taller antes de la fecha de inicio. Sólo depósitos bancarios o transferencia..para más información 00000000000 cupos limitados! [WITH],anticipation,es
"[PERSON] [PHOTO] Sin desesperacion, aburrimiento o cansancio pero si con una sonrrisa [WITH].",joy,es
[PHOTO] pff es [PERSON] pasar la navidad kn la persona k mas i k esa persona ia tenga otro kn kien pasar su resto de vida te kelo bb,sadness,es
"pareja, de la energía del hogar, y tenemos la posibilidad de hablar con nuestra madre tierra y rezarle para construir la armonía, para construir la paz.Esta es la tarea que tienen las mujeres, este es el tiempo en el que estas tareas empiezan a emerger… [WITH]. [PERSON] ...",joy,es
"tienen ganas de vivir, las emociones más encumbradas, les permitieron tantos triunfos conseguir. Es cierto, querido OLIMPIA, tantas estrellas conquistas, para mí, hoy yo prometo, seguirte siempre, con toda el alma y con mi garra guaraní. (ir al Coro) #ramoncabral00 with Matilde [PERSON] ...",joy,es
♫ [PHOTO] el mono fue lo mejor que aa pasado por el movimiento el era mio era mi idolo me [PERSON] pila la muerte del [PERSON] ,sadness,es
"[PHOTO] alta tocata para el 0 de oct!!!!, disponibles tambien por sistema ticketek! [URL] with Elbio Segovia Bass and 00...",joy,es
[PHOTO] LAS TRES CUADRO DE HONOR DE LA ESCUELA CERRO AZUL AUNQUE USTED NO LO CREA,joy,es
"[PHOTO] De actuacion a vida real Que le pasa? Que no ve que las cosas que hace estan mal o que? En serio [PERSON] esta grave, muuuuuy grave :/",sadness,es
[PHOTO] Vamos con todo #Love0000Grado0 . Cuando las cosas se hacen bien solo deben resultar bien . Atendido por su propio dueño . Salud .,anticipation,es
[PERSON] y que mis ojos brillen libremente. Soy libre!!!,joy,es
te estamos extrañando.,sadness,es
[PHOTO] la belleza no dura para siempre.pero si una personalidad hermosa..............,joy,es
[PHOTO] TMP todomundopeques_Educación de padres. with Daniel Papi Frias.,anticipation,es
[PHOTO] Mañana una prueba d Street Jazz!! Ya tienes tus pasas!! [WITH].,anticipation,es
[[PERSON] ] QUIEN [PERSON] QUE GANA,anticipation,es
[PHOTO] Bueno pues ahora lo que sigue... dreamland por ahí nos vemos familia :),anticipation,es
"[PHOTO] Confia en el tiempo de Dios y espera en sus promesas. Espera su respuesta, cree en sus milagros, alegrate en su bondad, descansa en su presencia. Esto es actitud que te llevará al exito y veras milagros. Te Bendigo with Rosita Rodriguez.",joy,es
[PHOTO] EN EL MEJOR VALNEARIO DE CAACUPÉ...RUTA 00...LA PASE SUPER CON MI AMIG..YULIZA GONZALEZ:-*,joy,es
[PHOTO] claro q siiii lo hare,sadness,es
[PHOTO] Me robaron mi perrita......malditos ladrones .........,sadness,es
[PHOTO]Aca estan algunos de los que,sadness,es
"HIALURÓNICO DE BAJO PESO MOLECULAR, CON PROPIEDADES HIDRATANTES Y LUBRICANTES, MAS ACEITE DE JENGIBRE Y CURCUMA. CONVIRTIÉNDOLO EN UNO DE LOS MÁS PODEROSOS SUPLEMENTOS NUTRICIONALES , PARA LAS ARTICULACIONES Y LA HIDRATACIÓN DE LA PIEL. JOIN US: WWW.EVELYNFOREVER.MYFLPBIZ.COM ID# : 000000000000 ...",joy,es
ustedes sigan dormidos! TENGAN UN FELIZ DÍA! ! ! NO ME ODIEN PLEASE!,anticipation,es
"[PHOTO] Almorzando con mis nenas , antes de mi viaje a Sullana piura",joy,es
So cute [PHOTO] Quien invento. El amor devio dar instrucciones - para evitar el sufrimiento --l,sadness,es
"de su himno nacional como labriegos sencillos conquistaron prestigio estima y honor entre tantos millones de brasileiros y del mundo entero [PERSON] (periodista)Periodista deportivo y conductor de Los Capitanes, Fútbol Picante y Cronómetro en ESPN.",joy,es
[PERSON] [PHOTO] Conoce el poder de las células madres vegetales para la preservación del colágeno en nuestra piel...¡¡¡ECOLLAGEN!!! solo de ORIFLAME. El 00% del envejecimiento de la piel puede ser tratado y lo mejor sin bisturí with [PERSON] and 00...,joy,es
[PHOTO] MMM LAS MUJERES SOMOS MUCHO MÁS PELIGROSAS QUE USTEDES CHIQUITOS JAJAJA O NO Miriam Torres Vero Parraga??????JAJAJA ♥♡♥♡♥♡♥♡,joy,es
"[PHOTO] Felicito a los gallinas desplumados x el triunfo de hoy, bien RIBER para k vean k no soy una recentida de mierda, pero igual amo a mi BOQUITA DE MIS AMORES LOS BANCO EN LAS BUENAS Y MALAS CARAJO [WITH].",joy,es
comer algo solito,sadness,es
"Happy International day ! [PHOTO] ENFERMEROS UNIDOS No hay peor trauma q llegar al servicio, recibir, presentarte y q después durante todo el turno t llamen MUCHACHA....!!! Q alguien m explique.... ",anger,es
[PHOTO] Campieon Barcelona mi familia mi sobrino [PERSON] niño jajajaja,joy,es
"ya una ves iniciado el juego nos saltamos el partido de prueba luego le damos clic en juego damos clic """"comprobar compra"""" ke esta del lado derecho de la pantalla en la parte de abajo y listo ya tenemos el FIFA 00 full",joy,es
[PHOTO] en mi graduacion!!!,joy,es
[PHOTO] AquÎ estrenando el nuevo lip gloss Artistry !! A Lucir la sonrisa glister PRECIO ESPECIAL EN DICIEMBRE !,joy,es
"[PHOTO] Todas las mañanas entra por mi ventana el señor SOL, doy gracias adios por otro dia mas.��",joy,es
"Kik boxing is the answer, yea ! [PHOTO] No bueno..... Entre el vecino que se para siempre justo en la entrada de las motos y el nuevo inquilino que se estaciona en doble lugar para meter sus dos autos y tapando la entrada. A dónde carajos vamos a llegar con esta gente chinga!!!!!!! ...",anger,es
masofilaxia facial ;) para esta semana,joy,es
[PHOTO] Les cuento las patadotas eran por algo..... es un varón..... ,joy,es
dictado en el auditorio del Banco Central de Venezuela sede Maracaibo a los voceros de los consejos comunales. [WITH],anger,es
[PHOTO] [PERSON] el shabab mtl 0keytna XD [WITH].,joy,es
", el amor de mi vida,el que esta siempre que lo nesecito,el que jamas me deja sola,el que esta siempre pendiente de su familia,quiero decirle que lo [PERSON] y espero pasar junto a el ,el resto de mi vida!!!!!! with [PERSON] ",joy,es
un mazda millenium negro... por favor [PERSON] ... y dale me mr gusta pa q se entere mas jente . de lujo !!...,anger,es
[[PERSON] ] Quien kiere tickets..pa el evento del tropicana.. Gratis.. Pasen a recojerlos a La Escollera.. Y nos vamos de parranda juaa!!! [WITH].,anticipation,es
[PHOTO] Buen dia .....tengo una gran noticia voy a ser tia nuevamente y estoy feliz ( [PERSON] y Un Tal Joaquin baez),joy,es
de salud x muchos años mas,joy,es
Awwww! So cute! :) Larissa Sanchez [PHOTO] Todo en esta vida tiene solucion. Me encanto,joy,es
"[PHOTO] Desde ARTESANIAS NICARAGUENSES les mande el envio de este queque NICARAGUENSE hecho muy especialmente para TI, pero vino SANTA y ya empezo a comercelo... que barbaro... este Santa no se aguanto... que diaverga!!! [WITH].",joy,es
"sentido. Pero desafortunadamente, sólo con el tiempo...",sadness,es
"[PHOTO] Me vendo por una bolcita de amor, dos bolcitas de cariño,dos tacitas de comprencion,0 granitos de besos y una vida de besos con dulzura quien me compra jjjjjjjjjjj",joy,es
"no pueda dormir tranquila por la chanchá que hizo. [PERSON] se encargara de hacer justicia, al menos espero espero. Mi familia ayudando a los demás en el terremoto regalando pan(Panadería Los lleuques) , y que por detrás ésta perra se valla robando el esfuerzo y perseverancia de una familia.",anger,es
[PERSON] .. [PHOTO] Ojo amigos tomar las precauciones del caso......Jajajaja at Paso Canoas Frontera Sur Panama.,joy,es
"[URL] Yeah! Nuevo BMX video!! Compartirlo, ayudar que todo el mundo lo vea!! Check it out and share guys! My newest BMX video! Shot in Mexico Antifashion.Mexico [WITH] in [LOCATION]",anticipation,es
CUESTAS,fear,es
"[PHOTO] MALGRE TOUTE CIRCONSTANCE , JE CHOISIS DE TE LOUER DIEU DESPITE OF ANY CIRCUMSTANCES, I CHOOSE TO PRAISE YOU GOD. A PESAR DE CUALQUIER CIRCUNSTANCIA, ELIJO ALABO DIOS.",joy,es
[PHOTO] Hana Mido [WITH].,joy,es
playboy [PHOTO] La llave del pueblo ,joy,es
"[PHOTO] Buenos Dias a toda la gente que ande por ahi,que tal de frio,gracias a Dios por el nuevo dia,ya listos para empezar semanita corta,muy positiva y contenta,ya casi listos para irnos,que tengan un excelente Lunes.",joy,es
[PHOTO] Cucciolata,anticipation,es
BUEN AMIGO DE TRABAJO QUE DIOSITO LO TENGA EN SU SANTA GLORIA ���DESCANZA EN PAZ JR. GIMAR GALVES. at Veterans Distribution of Chicago,sadness,es
[PERSON] [PHOTO] Hoy una gran personita ya salió de la secundaria es algo caprichosa pero la quiero mucho [PERSON] ,joy,es
[PHOTO] Q tengan una feliz navidad ggg [WITH].,joy,es
PASAR UNA TARDE FAMILIAR Y CON IMPRESIONANTE VISTA A NUESTRA BAHÍA CHIMBOTANA ...!!!! LOS ESPERAMOS DESDE EL MEDIO DÍA.... /// /SEGURIDAD TOTALMENTE [PERSON] LA TARDE //// [WITH],anticipation,es
"VENDRAN GRACIAS PAPA DIOS, GRACIAS QUERIDA FAMILIA FACEBOOK LES AMO.......LO MEJOR DEL MUNDO, GRACIAS POR SU AMISTAD BUENAS NOCHES NOS VEMOS EN EL NUEVO AÑO......BAY 0000......GRACIAS....<0 <0 <0 <0 [WITH]",joy,es
"momento y en cada charla de compañeros y amigos, todas las anécdotas del CAE llevan tu marca, se que desde tu estrellita vas a estar mirándonos y compartiendo la vida con nosotros, Gracias querido amigo, Gracias y hasta pronto <0",sadness,es
usando como lo a hecho hasta hoy muchas bendiciones mi amorcito lindo. [WITH],joy,es
"misericordia de ti y los tuyos,...así [PERSON] Dios te bendiga y te de sabiduría para q [PERSON] con ese asunto.......",anger,es
[PHOTO] Adicione ~~> Peterson Pepe Instagram: @Pepebrasil00,joy,es
"Los Espero esta noche 0:00pm para Una muy buena clase d Zumba 00n 00st San Jose, en Let's party fitness [WITH].",anticipation,es
fin de semana... COMIENZA el PRE-VIERNES en... ))) Déjà Vu ((( ¿Estas Preparado/a? jajaja Bienvenidos/as (((=_=))) Br0. Pedidos Preventivos al 0000-000-000-000 o en la BIO [WITH] in [LOCATION],joy,es
los antiguos reyes ya se empleaba a un repostero mayor quien era el encargado de preparar la ``torta`` que es como se llama en Europa lo que es conocido por nosotros con el nombre de pastel. [WITH],joy,es
[PHOTO] Viajando ami querida cuidad La Colmena Paraguay despues de unos meses anciosa por llegar para verles amis familias Nancy Bareiro [WITH].,joy,es
"están bien, bendito y misericordioso seas diosito por permitirme tantas bendiciones juntas me siento feliz!!!",joy,es
[PHOTO] Y vamos POR LA Doceava .... [WITH].,anticipation,es
Charity event on Saturday at the Polideportivo in Arroyo de la Miel. Entrance 0 €. All proceeds go to [PERSON] Duarte. [PHOTO] Que mucha gente colabore con Alejandro ,anticipation,es
[PHOTO] [PERSON] le quedo corto:-) ,joy,es
"[PHOTO] Saludos ✌️Les Deseamos Que Tengan Una Excelente Semana Los Invitamos Este Viernes 00 De Dic Y Todos Los Viernes A Mariscos Playa De Corales 0 PM Riquisima Comida Y Ambiente De Lujo Con Banda El Coronel 000 W Chapman Ave Placentia, CA 00000 with Daniel Calderon...",joy,es
Ummmm [PHOTO] Mañana a las 0PM empieza la segunda temporada de La Voz Kids por Telemundo!,anticipation,es
